Sobel_Edges,LBP,Red_Log,Green_Log,Gabor,Label
0.8694883004109494,15.534006143045195,7.3776920820956855,7.747686449172484,6.917466966306224,1
0.5114354133095543,15.782013103037523,6.704531860818552,6.846894613327812,2.940468243465805,1
0.6472248396954392,17.08365164247517,7.037842020110793,7.334888686569431,4.597909140370423,1
2.6293712805476743,16.427397260273974,8.514429836635992,8.710068440117398,18.809181423564734,1
2.0815031530266914,15.771075837742504,8.442566794305225,8.620417713176753,17.173207272000777,1
0.6095847778123197,14.018518518518519,6.792995446615758,6.975136976682181,3.318750379843747,1
0.725215157003771,16.033333333333335,7.354878954662643,7.521047234292618,5.7293661252953,1
2.175983296545596,15.05794114279171,8.443703301955082,8.665240778158646,17.862456087383432,1
1.2925419057827177,14.99937343358396,7.927678718924416,8.191482490317656,11.01991248013831,1
2.2239845174177457,16.442314256456935,8.478558716373986,8.737199992261388,19.065270464552235,1
0.7819923398099988,15.389808503732555,7.288581781480345,7.378805301495701,5.054675323491817,1
0.6573935120120054,15.497508523472332,6.759126363154652,7.27606337862459,4.20942967940622,1
1.0652929684650332,15.257055682684973,7.428718813714186,7.710637603073291,6.774523262998896,1
1.4140512431634493,15.758620689655173,8.068852976848035,8.246830009240647,11.860829322661441,1
4.338160381228506,16.112832462543917,9.021051038224911,9.23976256751219,31.577555049788803,1
1.6025280037280651,16.462523076923077,8.032026150897384,8.289457059045377,12.167152649734504,1
1.3581542880983744,16.076882688268828,8.178841411782397,8.354336118004401,13.164954239529761,1
2.288338710544698,16.315665409482758,8.33749381869071,8.4995626409523,15.320009430634393,1
0.37917717213625896,16.41820537738905,6.55076282432475,6.738396954294233,2.584834307070493,1
1.0136578061220665,14.205882352941176,7.561657040201252,7.6525177609033515,6.637962741213436,1
0.6263550762035849,15.743435858964741,7.084577873189004,7.264865611996257,4.435312087755536,1
1.655676380623722,15.214877703658782,8.149500727399104,8.34910708301529,13.091918522892719,1
1.5387712337882387,16.28196248196248,7.882439553865963,8.17694449962278,10.738769979375075,1
0.3409040448951635,13.938858695652174,6.432940092739179,6.58324884688027,2.2515298974823312,1
1.3774232918662879,15.966888888888889,7.739744897176696,7.903576792646335,8.383278112272897,1
0.5065573011370267,15.149122807017545,7.187494781457066,7.351067888113635,4.829368284820688,1
0.3792063630397923,13.04783950617284,6.783388115448738,6.949310338078221,3.2634373480275434,1
0.5245290950702236,15.43145956607495,6.923663328727552,7.161614543342229,3.9594644277259565,1
1.8924848601582935,16.442006269592476,8.30325270535844,8.533762818669915,15.489268053291612,1
2.5983466667694755,16.92165071770335,8.438495010747586,8.623250043522924,17.094648721444766,1
